travel_km,electricity,screen_time,waste,emission,food_encoded,transport
7.29,5.4,2.8,0.16,10.14,1,2
12.71,6.6,4.4,0.7,7.8,1,3
10.55,6.84,2.1,0.75,6.2,1,4
18.02,7.19,2.7,0.8,8.25,1,3
14.66,5.79,7.8,0.64,11.6,1,3
2.96,7.21,4.9,0.53,9.36,1,3
3.7,6.63,8.7,0.76,12.15,1,1
4.69,5.13,2.9,0.69,6.22,1,3
6.72,6.8,8.7,0.64,11.84,1,0
4.35,7.28,8.4,0.53,4.83,1,0
8.03,2.63,4.8,0.28,3.87,0,3
12.64,4.52,7.2,0.13,7.61,1,3
2.57,4.63,4.9,0.44,5.38,0,0
11.51,5.46,7.3,0.49,7.53,0,3
5.82,4.78,4.4,0.28,8.03,1,3
7.95,9.7,4.3,0.98,13.9,1,2
8.12,6.86,7.7,0.69,8.55,1,0
4.76,6.17,6.2,0.68,5.33,0,1
4.05,8.54,7.6,0.82,8.16,0,1
9.2,5.58,6.3,1.11,9.78,1,3
9.1,7.23,4.1,0.88,10.48,1,0
11.14,8.43,8.8,0.84,13.87,1,3
10.01,7.09,5.7,0.71,7.21,0,3
10.28,9.26,8.7,0.67,10.7,1,0
11.04,3.86,7.2,0.77,7.61,0,2
9.15,2.92,6.0,0.77,2.72,0,4
16.6,6.48,7.6,0.83,5.78,0,0
8.29,6.65,5.2,0.69,5.15,0,4
1.46,7.75,5.8,0.67,5.24,0,3
8.28,6.09,5.7,0.38,3.97,0,1
1.86,7.42,2.0,1.05,12.04,1,4
1.25,8.89,7.4,1.2,6.39,0,1
9.71,8.04,2.8,1.1,6.84,1,1
3.8,9.78,8.1,0.88,12.57,1,0
8.15,8.45,5.0,1.0,9.33,0,0
2.66,8.82,6.7,0.52,7.69,1,2
5.24,7.9,7.1,0.81,9.25,0,3
9.18,5.48,6.3,0.95,8.41,1,4
14.27,5.66,6.2,1.51,8.73,0,2
1.51,8.54,2.6,0.77,11.03,1,4
5.24,6.7,4.4,0.47,9.99,1,3
12.11,3.81,2.1,0.82,6.46,1,0
15.56,8.23,5.4,0.73,11.12,1,4
11.49,5.93,7.4,0.72,8.93,1,1
8.06,7.57,2.4,0.83,10.3,1,4
3.68,6.28,6.0,0.82,8.1,1,3
9.29,6.64,2.7,1.16,7.48,0,4
9.21,5.9,7.3,1.27,9.02,1,3
14.07,6.82,5.4,0.88,12.87,1,1
15.06,8.89,5.6,0.76,11.88,1,4
5.58,4.97,2.6,0.59,6.07,1,3
12.78,6.89,8.2,0.59,9.24,1,4
2.03,3.12,7.3,0.26,6.88,1,2
16.22,3.96,6.3,0.82,9.74,1,4
10.55,2.0,8.9,0.42,4.14,0,4
10.78,3.52,2.1,0.79,8.88,1,2
11.24,3.85,2.6,0.67,2.79,0,0
12.32,5.59,3.9,1.17,5.13,0,1
14.38,6.51,2.4,0.58,8.47,1,0
8.88,10.0,4.6,1.06,3.57,1,4
10.58,6.17,6.3,1.21,8.74,1,0
4.51,7.31,3.2,0.82,8.58,1,4
6.48,6.42,3.1,1.22,6.4,1,1
10.0,7.81,6.8,0.36,11.94,1,4
5.78,6.13,8.4,0.77,7.46,1,1
18.55,6.22,2.6,0.63,8.75,1,3
0.5,7.9,3.4,0.69,4.49,0,1
11.05,5.55,5.3,0.74,9.36,0,2
10.81,5.08,7.5,0.34,10.07,1,0
11.36,6.35,8.9,0.61,11.43,1,2
11.6,7.28,8.9,0.45,7.03,1,0
15.93,4.17,5.0,0.28,5.55,1,4
7.58,4.82,5.7,0.1,9.37,1,2
4.02,5.56,5.6,0.54,2.57,0,1
5.41,5.43,4.8,0.35,10.8,1,1
6.6,5.23,4.2,0.1,6.94,0,1
11.36,5.12,8.4,0.44,8.06,0,2
6.1,7.68,9.0,0.41,5.89,0,3
2.43,7.66,8.8,0.71,12.33,1,3
16.71,9.5,8.9,0.8,9.74,0,1
3.56,7.05,4.4,1.0,8.24,1,0
10.61,8.07,3.6,0.61,10.44,1,0
0.5,7.2,6.0,0.93,5.83,1,3
12.8,5.97,8.1,0.54,9.82,1,4
9.0,3.89,8.8,0.34,5.9,1,0
9.61,4.02,5.4,0.56,5.56,0,0
6.72,3.03,8.9,0.96,6.25,1,1
7.56,6.03,7.2,0.84,10.21,1,4
5.44,9.02,2.9,0.69,11.36,1,1
7.52,5.08,4.9,0.64,11.61,1,2
6.77,3.98,8.7,0.67,4.31,1,0
14.93,4.8,7.4,0.62,6.4,1,0
4.41,6.37,2.1,0.43,8.76,1,2
2.34,5.6,7.1,0.96,9.48,1,1
16.34,9.56,3.1,0.86,5.65,0,3
18.23,2.96,8.2,0.72,6.11,1,3
4.14,6.52,5.5,0.55,7.61,0,0
8.62,5.59,7.7,0.84,6.4,1,0
10.14,7.48,6.5,1.12,7.94,0,4
2.03,6.28,5.8,0.6,9.53,1,1
9.98,7.66,2.7,0.28,10.12,1,4
14.17,8.1,6.4,0.83,5.22,0,3
3.57,5.77,4.7,0.79,10.38,1,0
8.34,4.88,4.4,0.95,8.57,1,3
13.28,6.2,6.9,0.91,9.94,1,1
14.05,7.38,2.9,0.97,7.62,1,1
16.33,3.52,5.2,0.49,6.66,0,2
9.46,4.82,8.8,0.12,6.07,0,3
11.48,2.39,7.0,0.33,3.83,0,3
1.47,3.76,8.1,0.53,4.15,0,0
12.91,3.33,3.7,0.74,3.17,0,4
10.91,2.0,8.4,0.55,5.0,1,0
5.15,6.47,5.8,0.55,7.56,0,4
4.72,6.95,2.3,0.63,8.64,0,2
16.38,2.0,2.2,0.72,10.64,1,2
17.59,3.83,2.9,0.34,4.65,0,3
19.47,7.12,6.9,0.7,10.03,1,3
13.8,2.37,2.2,0.78,8.93,1,2
2.62,5.87,5.5,0.65,8.3,1,4
3.69,2.65,6.8,0.7,4.22,0,0
12.92,5.73,4.1,0.85,12.26,1,1
4.18,5.43,2.7,0.75,4.72,1,0
5.8,6.69,6.7,0.49,3.8,0,3
3.64,8.26,2.9,0.61,12.75,1,3
11.39,3.54,6.7,0.88,9.65,1,1
11.87,5.72,6.0,0.57,5.03,1,3
16.36,7.97,8.9,0.46,5.65,1,0
9.18,6.62,5.0,0.97,10.91,1,2
7.48,8.06,2.5,0.9,12.39,1,0
11.08,9.62,7.8,0.53,14.03,1,0
7.72,10.1,2.8,0.98,10.61,0,2
3.72,8.54,8.4,0.57,6.17,1,2
9.97,5.48,3.9,0.73,8.17,0,1
16.66,4.89,8.9,1.18,7.7,0,3
14.9,4.7,7.9,0.87,5.54,0,0
10.16,6.91,4.5,0.24,10.66,1,4
4.89,6.78,6.2,0.48,8.05,1,4
9.75,3.13,4.2,0.39,5.24,1,3
4.94,6.32,3.0,0.29,4.73,0,3
15.1,7.43,7.1,0.4,7.05,0,0
13.43,6.72,3.7,0.74,12.32,1,2
7.7,6.25,3.4,1.24,12.05,1,2
5.97,7.64,6.0,1.2,8.22,0,1
10.44,7.03,8.4,0.58,7.66,0,0
14.81,11.2,4.6,0.9,12.97,1,0
2.79,6.74,7.0,0.62,4.31,0,2
7.06,9.04,2.8,0.6,10.87,1,3
8.93,5.21,4.7,0.7,2.39,0,3
3.39,2.17,2.1,0.34,4.18,0,0
7.01,6.77,3.1,0.7,9.37,1,3
0.5,6.79,7.4,0.51,6.03,0,1
10.97,6.78,2.6,0.58,6.69,1,2
13.64,5.7,8.7,1.07,12.15,1,1
10.74,6.36,7.8,0.61,11.1,1,2
0.5,8.86,2.5,0.6,10.89,1,3
13.99,6.78,3.1,0.74,6.36,1,0
0.54,7.8,7.7,0.76,7.23,1,3
7.66,10.13,4.9,1.17,16.02,1,2
5.06,5.8,2.9,0.66,6.14,1,2
13.18,5.34,3.6,0.91,7.98,1,0
7.04,8.38,5.0,0.86,11.0,1,4
8.64,8.98,5.6,0.77,5.81,1,3
0.5,5.78,7.9,0.78,6.13,0,1
16.67,4.54,5.4,0.93,6.08,1,4
8.46,6.32,4.1,0.84,10.33,1,3
11.45,5.9,4.6,0.44,4.93,0,2
4.95,4.38,3.4,1.13,6.25,1,0
4.32,8.44,8.0,0.69,13.59,1,1
4.63,8.81,4.2,0.84,8.12,1,0
0.69,6.13,3.9,0.53,8.85,1,2
4.49,5.17,2.0,0.58,7.29,0,1
17.96,4.06,7.3,0.42,4.6,0,4
14.74,4.65,7.6,0.14,4.66,0,3
9.88,5.44,5.6,0.65,9.94,1,0
16.73,9.12,2.4,0.75,13.88,1,0
9.8,4.41,3.7,0.63,9.52,1,2
6.76,5.89,3.0,0.72,10.62,1,2
9.91,6.04,5.9,0.95,8.35,1,0
3.57,4.13,3.5,0.56,5.21,0,0
15.87,6.76,7.5,0.54,6.11,1,4
14.53,5.11,2.5,0.54,8.12,1,3
12.44,4.14,5.5,0.36,6.32,0,3
5.25,3.94,7.6,0.62,4.17,0,3
7.93,5.45,2.7,0.95,9.59,1,4
11.33,3.72,5.9,0.74,2.05,0,0
1.48,10.07,6.2,0.89,7.31,0,1
14.61,8.66,5.2,0.72,10.56,0,3
1.97,9.05,6.6,0.39,6.19,0,2
6.01,9.29,2.7,1.02,3.69,0,2
0.5,11.04,3.8,1.07,8.61,1,2
12.12,7.83,3.5,1.05,8.14,1,1
12.79,6.6,4.2,0.63,5.46,1,0
6.89,6.44,7.5,0.69,11.48,1,3
0.5,3.45,5.7,0.65,4.52,0,3
14.17,7.7,3.9,0.87,8.55,0,4
7.12,7.52,4.5,1.32,11.71,1,0
8.49,2.85,2.3,0.9,7.19,1,1
19.13,6.12,4.0,0.71,10.88,1,3
11.38,9.21,4.9,0.77,4.52,0,1
4.69,5.88,8.4,0.81,7.29,1,4
12.62,7.6,5.3,0.77,11.26,1,1
5.6,5.02,7.8,0.71,5.77,0,3
14.92,7.85,8.2,0.95,6.64,1,4
21.58,6.42,5.9,0.48,8.31,1,0
11.32,4.77,6.9,0.31,7.41,1,2
11.91,5.83,2.4,0.78,9.74,1,2
6.52,2.66,2.3,0.92,7.26,1,1
4.44,2.81,7.3,0.48,3.28,0,2
7.28,5.84,7.4,0.85,2.62,0,4
0.5,9.37,2.9,1.14,12.15,1,4
12.35,5.47,8.8,0.58,6.85,1,3
11.89,2.85,4.4,0.97,7.47,1,3
7.25,5.59,7.7,0.64,8.87,0,2
9.31,7.2,8.8,0.72,5.0,0,3
7.71,5.5,5.4,0.62,7.44,1,1
6.38,6.7,4.9,0.93,13.46,1,2
4.97,5.23,7.5,0.57,10.87,1,1
5.94,6.41,8.0,0.76,7.8,1,1
13.57,7.83,3.6,0.91,8.06,0,3
8.92,5.77,3.3,0.69,5.19,0,0
10.3,8.92,5.9,0.98,7.7,1,0
1.29,7.95,3.9,0.71,4.23,1,2
6.55,12.27,5.1,0.87,14.21,1,0
3.7,8.45,2.4,1.01,7.76,0,3
8.03,6.02,3.1,1.09,6.61,0,4
8.0,5.49,8.2,0.67,10.8,1,0
13.84,6.12,4.6,0.86,10.16,0,2
6.72,4.06,2.3,1.01,9.21,1,0
11.09,8.3,4.7,0.75,11.66,1,3
14.48,5.12,6.1,0.56,5.58,1,1
6.42,8.21,2.9,0.81,12.81,1,0
12.24,4.32,2.7,0.83,6.14,0,0
13.14,5.56,4.8,1.23,9.67,1,3
7.71,6.62,6.9,0.84,8.48,1,3
13.23,9.26,4.4,0.68,10.11,1,0
9.35,8.38,5.5,0.58,6.11,0,3
9.51,5.18,6.8,0.57,5.24,1,0
9.26,4.7,4.2,0.35,8.14,1,3
14.45,2.43,4.4,0.74,7.01,0,2
13.16,8.85,2.4,0.69,11.59,1,4
13.44,8.62,5.9,1.23,14.86,1,2
7.5,6.14,2.1,0.96,8.77,1,0
8.9,7.02,3.5,1.01,9.14,1,3
8.4,8.9,6.0,0.7,11.91,1,1
4.46,3.52,8.5,1.21,3.77,0,0
14.25,8.26,8.0,0.61,8.51,1,2
2.96,4.01,2.5,0.62,7.73,1,1
16.93,4.59,7.7,0.62,7.2,1,1
5.23,6.75,5.9,0.89,10.9,1,4
12.84,6.63,2.6,0.32,11.33,1,0
10.9,5.45,9.0,0.47,9.85,1,3
2.1,4.85,8.3,0.51,4.21,0,4
10.61,7.16,8.1,0.46,8.03,0,4
13.71,7.32,4.5,0.79,8.56,0,4
10.55,5.21,8.6,0.88,6.83,1,4
7.42,3.91,4.0,0.62,8.25,1,0
6.25,5.18,2.8,0.76,9.86,1,4
6.01,3.54,7.4,0.64,7.17,1,4
1.62,6.73,8.5,0.89,9.81,1,1
8.96,7.95,3.5,0.69,12.8,1,3
6.1,5.96,8.3,0.8,5.28,1,4
1.88,6.91,6.2,0.62,10.5,1,4
6.41,7.82,4.3,0.6,12.35,1,1
15.21,7.67,4.7,0.72,11.87,1,1
14.14,7.72,2.6,0.57,10.14,1,4
16.6,8.61,7.4,0.75,12.78,1,1
10.47,4.0,8.5,0.77,7.66,1,3
1.28,7.7,4.7,0.69,3.2,0,0
2.92,2.84,3.4,0.73,6.7,1,4
4.62,6.79,4.9,0.78,9.18,1,2
3.21,4.32,4.7,0.75,5.64,0,4
9.07,6.61,2.3,0.42,6.32,1,0
15.9,8.56,2.7,0.5,12.31,1,0
11.19,6.01,7.7,1.02,9.75,1,1
3.87,6.93,8.2,0.2,9.43,1,4
0.84,5.37,6.7,0.95,8.74,1,0
12.54,7.01,2.9,0.65,13.86,1,2
10.09,5.11,5.8,0.76,9.56,1,1
6.66,3.75,7.8,0.63,3.13,0,0
9.37,5.83,6.1,0.7,5.2,0,2
10.32,6.44,7.8,0.59,11.26,1,2
10.9,2.86,7.6,0.36,7.14,1,1
6.08,2.0,3.7,0.45,2.85,1,0
9.42,3.91,8.9,0.99,9.87,1,3
1.07,5.92,6.1,0.73,10.24,1,2
5.21,7.26,7.5,0.1,6.4,1,3
17.81,2.87,3.4,0.7,8.61,1,3
11.86,2.32,3.7,0.48,3.91,1,1
7.09,5.21,5.5,0.75,10.55,1,3
10.5,5.8,3.3,0.86,9.29,1,0
8.64,9.19,5.0,1.25,11.12,1,3
11.07,9.14,2.6,1.13,12.79,1,3
6.9,7.91,4.5,1.05,13.24,1,0
13.28,7.74,3.4,0.76,11.96,1,0
13.94,6.42,7.0,0.78,6.89,0,0
15.07,6.39,8.4,0.62,9.39,1,1
10.15,6.23,5.4,0.67,7.34,1,4
10.7,9.65,5.4,0.62,9.45,0,4
7.41,5.22,8.5,0.9,8.85,1,4
9.3,9.81,2.7,0.51,7.33,1,0
12.3,8.44,4.2,1.03,9.52,1,0
14.25,7.99,8.0,0.91,9.24,0,0
16.04,4.99,7.2,0.58,6.25,0,1
8.31,2.21,7.5,0.59,4.34,0,1
12.65,6.41,5.5,0.83,6.54,0,0
20.28,5.88,2.9,0.5,10.77,1,2
12.23,3.05,8.5,0.48,5.16,0,3
9.05,4.69,3.9,0.88,10.0,1,4
16.72,8.68,8.6,0.48,8.57,1,1
4.49,7.51,5.1,1.02,9.56,0,3
0.5,8.69,6.3,0.97,7.42,0,2
9.41,4.45,6.7,0.95,11.87,1,2
7.45,8.28,3.9,0.84,7.81,1,0
8.57,4.78,6.7,0.82,10.21,1,2
4.21,5.51,4.5,0.93,9.77,1,3
11.79,9.54,2.7,0.86,11.0,0,1
13.35,2.61,5.5,0.16,7.43,1,2
7.47,4.36,8.8,0.32,6.26,0,3
2.92,4.02,2.9,0.18,3.58,0,3
3.95,6.13,8.8,0.38,7.4,0,1
3.65,4.06,2.3,0.37,4.31,1,2
13.9,2.0,2.5,1.08,8.17,1,3
8.79,2.89,6.0,0.6,6.14,0,2
4.58,5.87,4.8,1.01,7.48,1,1
10.68,2.0,6.9,0.55,5.82,1,3
7.77,10.62,7.3,0.54,14.67,1,1
7.52,6.29,5.8,0.57,10.26,1,1
16.77,2.72,6.7,0.65,2.94,0,4
2.22,5.51,5.7,0.9,7.69,0,3
0.5,2.79,5.9,0.54,2.28,0,1
13.45,2.84,7.7,0.18,8.04,1,4
13.16,2.56,6.8,0.69,8.55,1,3
7.09,3.48,8.8,0.6,5.25,1,4
7.21,5.84,5.8,0.42,9.77,1,1
6.97,3.69,6.8,0.25,8.43,1,4
0.5,4.0,6.7,0.4,4.23,0,2
0.5,4.22,2.2,0.5,9.66,1,2
12.87,5.81,2.9,0.43,11.08,1,2
13.95,8.39,6.6,0.63,9.79,0,3
7.94,6.97,6.3,0.66,2.71,0,3
5.43,2.17,8.4,0.33,4.43,1,4
0.5,2.38,2.3,0.82,4.22,1,1
20.37,5.14,8.1,0.21,7.97,1,4
9.3,4.89,6.8,0.1,7.78,1,2
11.06,5.5,6.0,0.96,12.68,1,2
7.6,7.4,4.9,0.62,7.36,1,0
7.01,5.49,4.0,0.98,6.08,1,3
9.29,7.29,7.1,0.37,10.02,1,4
10.98,11.12,3.8,0.83,6.36,0,4
5.82,4.11,2.4,0.53,7.17,1,1
14.81,6.16,8.6,1.18,7.04,1,0
8.1,5.88,7.7,0.4,6.8,1,4
6.01,9.07,8.4,0.66,7.01,1,2
4.49,6.35,8.4,0.44,6.19,1,1
13.97,6.53,7.1,0.52,10.7,1,3
6.16,6.72,2.8,0.83,6.77,1,2
9.75,3.62,6.1,0.62,8.81,1,0
14.56,3.12,4.2,0.91,6.81,0,1
0.5,6.4,4.2,1.09,8.34,1,4
11.25,7.7,8.2,1.26,8.23,0,2
15.97,6.95,8.9,0.81,15.12,1,2
12.47,3.91,3.8,0.75,5.31,0,0
6.6,10.98,4.2,0.73,12.4,0,1
6.61,8.92,6.7,1.03,7.86,1,3
17.18,8.47,4.5,1.04,9.16,1,4
0.63,8.76,5.6,0.85,7.2,0,0
21.28,8.06,2.7,0.97,12.07,1,3
15.3,6.36,8.6,0.92,9.83,0,2
7.71,9.32,9.0,0.96,14.2,1,3
11.12,7.07,5.8,0.72,6.86,1,4
0.81,5.79,2.5,0.79,8.8,1,4
15.09,7.69,2.7,0.86,12.04,1,4
8.82,6.51,6.7,0.75,8.23,0,0
9.07,4.49,6.2,0.92,7.73,1,3
2.52,8.01,3.1,0.56,9.06,1,4
7.54,4.58,8.2,0.89,4.61,0,1
2.95,6.48,7.0,0.95,10.74,1,3
11.99,4.62,5.5,0.66,5.79,1,0
7.31,3.87,4.4,0.72,5.63,0,0
12.09,4.28,8.5,0.64,7.25,0,1
17.31,8.29,5.0,0.76,13.34,0,2
15.46,2.92,2.9,0.33,8.11,1,3
7.26,3.29,3.8,0.21,4.02,1,0
4.5,2.0,4.9,0.68,3.61,0,1
5.35,5.1,2.7,0.43,7.15,1,4
6.72,8.34,4.7,0.32,6.5,1,4
17.26,4.18,7.8,0.31,6.28,1,3
5.93,6.39,4.1,0.3,7.33,1,2
0.5,3.58,3.4,0.41,6.57,1,1
7.61,8.57,4.7,0.89,9.68,1,0
5.75,3.25,8.2,0.42,4.11,0,0
6.78,4.46,5.1,0.28,3.87,0,2
5.2,4.32,6.0,0.37,3.35,0,1
2.5,8.3,5.4,0.83,8.8,1,4
15.17,5.76,2.8,1.26,9.33,1,0
7.74,8.96,7.4,0.82,6.44,0,2
8.15,8.93,4.4,0.79,11.25,1,2
10.57,7.08,6.5,0.47,8.01,1,0
1.99,7.18,7.1,0.88,9.09,1,4
7.23,6.69,5.7,0.93,7.48,1,3
4.55,5.67,5.3,0.43,8.85,1,3
12.34,4.2,8.9,0.41,4.46,1,0
12.15,5.98,8.5,0.67,13.36,1,2
9.6,5.54,5.1,0.3,6.49,0,3
8.02,5.12,3.6,0.32,7.67,1,2
7.46,2.77,8.4,0.37,5.65,1,4
9.84,6.37,8.5,0.12,8.46,1,4
9.91,10.43,6.7,0.62,10.9,0,3
15.83,6.51,7.9,0.7,8.98,1,3
11.22,8.85,5.7,0.71,9.71,0,4
0.87,7.99,7.6,0.73,10.52,1,0
10.04,5.92,7.0,1.14,10.13,1,3
5.43,6.4,6.9,0.69,6.37,1,1
11.09,11.7,3.8,0.57,7.09,0,0
11.95,7.06,5.1,0.55,8.13,0,3
13.6,6.75,6.1,1.03,8.46,0,2
8.72,6.91,2.7,1.12,9.71,1,4
17.1,11.45,5.7,0.62,5.84,1,4
10.97,5.27,7.7,0.64,7.59,1,1
13.75,4.18,6.6,0.89,6.17,1,4
8.39,9.13,5.7,1.07,10.77,0,0
0.5,5.9,6.3,0.87,4.68,0,3
5.39,5.4,5.8,0.63,3.46,1,0
10.54,7.44,3.8,0.72,11.67,1,0
14.29,5.01,4.8,0.72,5.55,0,4
7.93,5.67,5.1,0.74,7.34,1,1
14.02,7.51,4.1,0.49,7.2,0,0
9.61,5.77,5.6,0.65,7.43,1,1
3.92,3.16,6.7,0.75,9.82,1,2
5.27,4.72,4.6,0.38,6.52,1,4
2.6,4.54,7.3,0.64,6.29,0,1
4.74,2.11,7.1,0.75,6.73,1,2
14.77,2.0,2.9,0.77,7.26,0,2
21.99,7.94,2.7,0.59,11.0,0,2
7.89,4.0,2.2,0.28,7.08,1,0
2.31,8.24,8.9,0.69,12.47,1,1
14.27,5.07,7.7,1.0,10.46,1,4
0.5,7.39,5.6,1.25,9.63,1,0
15.58,3.19,5.1,0.84,6.76,1,0
6.04,7.37,6.3,0.61,5.34,1,4
7.94,7.32,7.0,0.63,9.0,0,1
10.03,2.0,2.2,0.98,4.41,0,4
13.56,6.32,5.5,0.69,4.13,0,0
9.01,3.99,2.9,0.6,4.19,1,3
10.87,6.14,7.5,0.75,10.22,1,3
11.76,6.32,3.3,0.72,7.99,1,1
11.86,4.36,7.8,0.34,7.77,1,3
12.88,4.1,7.7,0.62,7.14,0,1
4.92,2.5,7.3,0.9,8.11,1,1
4.96,2.0,6.1,0.31,6.49,1,3
13.61,2.15,5.6,0.65,5.21,1,0
8.02,5.57,6.2,0.55,7.23,0,4
2.85,5.13,7.0,0.69,4.16,1,1
15.85,6.14,5.8,0.56,7.31,0,1
2.49,5.11,8.9,0.42,5.85,0,1
0.5,7.49,6.0,0.64,10.51,1,2
9.18,4.39,4.2,0.53,5.74,1,0
10.64,4.46,6.5,0.27,9.92,1,1
14.39,2.98,3.3,0.71,5.78,1,4
13.24,6.21,6.9,0.8,11.81,1,1
0.92,7.79,4.3,0.75,6.2,1,2
3.48,6.58,2.1,0.1,7.79,0,1
4.21,2.0,8.1,0.49,5.41,1,2
12.99,6.78,5.6,0.75,12.68,1,2
13.91,4.21,5.3,0.34,6.97,1,4
12.84,3.09,3.1,0.4,2.59,0,3
15.1,5.41,3.3,0.86,9.78,1,1
15.74,4.95,5.2,0.75,7.02,1,4
16.87,2.0,5.1,0.73,8.57,1,1
10.28,7.67,4.3,0.65,7.5,0,4
16.19,7.25,6.7,0.98,9.38,1,3
10.35,6.5,2.7,1.1,10.42,1,0
7.82,10.61,6.8,0.89,12.61,1,3
9.28,7.92,5.4,1.01,3.64,0,0
3.15,4.68,4.0,0.99,8.23,1,2
4.31,5.68,2.4,0.97,7.81,0,4
7.65,7.91,5.2,1.08,8.98,0,4
11.66,7.25,7.2,0.84,4.1,0,4
13.16,3.37,4.9,0.99,9.12,1,1
7.7,3.26,3.7,0.61,4.89,0,2
5.0,6.59,8.7,0.85,4.12,1,0
6.66,4.51,4.0,0.99,3.84,0,1
11.65,6.43,7.7,0.81,9.01,1,3
11.6,5.54,5.1,0.66,8.24,0,2
9.52,5.73,3.6,0.43,7.64,0,2
10.75,5.94,5.0,0.71,7.17,1,0
17.92,6.59,6.9,0.68,6.07,0,0
9.12,4.09,4.3,0.79,9.81,1,0
13.17,10.07,2.1,0.69,15.25,1,1
7.85,3.69,3.6,0.95,11.31,1,2
19.48,5.26,2.1,1.28,9.32,1,3
13.75,4.25,5.5,0.58,9.43,1,3
9.4,7.38,6.6,0.92,7.96,0,4
11.28,2.69,3.5,0.72,5.57,1,1
0.6,5.44,4.0,0.84,7.98,1,2
3.07,2.31,4.7,0.55,2.67,0,4
12.72,4.8,4.9,0.6,9.45,1,2
5.61,4.02,3.2,0.82,7.43,1,1
11.83,2.73,6.7,0.82,9.19,1,3
12.22,6.41,4.8,0.75,8.64,0,3
8.56,3.78,4.9,0.49,8.75,1,3
10.65,4.6,6.0,0.79,8.36,1,3
10.36,5.79,8.3,0.53,8.52,1,3
12.86,3.44,7.3,0.63,9.07,1,2
6.99,5.36,7.9,0.92,5.3,0,4
4.16,3.87,4.4,0.28,2.5,0,3
10.03,2.0,2.6,0.74,5.63,1,4
0.67,3.16,7.0,0.29,5.04,1,1
22.67,4.82,2.3,0.76,5.41,1,4
6.93,5.06,5.1,0.57,4.75,0,4
5.77,6.13,6.8,0.33,11.15,1,3
11.79,4.86,5.5,0.4,3.27,0,4
12.24,3.19,4.5,0.73,5.28,1,0
9.31,4.18,4.2,1.2,9.17,1,4
9.48,6.17,7.8,0.78,12.25,1,1
7.6,5.96,2.5,0.61,7.31,1,1
8.37,9.26,6.5,0.96,9.51,1,1
20.34,6.64,7.8,0.61,7.92,1,0
9.77,6.76,7.8,0.84,9.67,1,1
7.49,4.54,3.2,0.59,10.71,1,2
5.71,2.97,4.7,0.7,3.86,0,0
10.34,2.0,2.0,0.65,5.12,1,1
10.47,2.18,6.3,0.45,8.29,1,2
8.69,4.7,6.1,0.49,5.54,0,2
12.94,2.95,2.6,0.86,11.28,1,2
0.5,2.17,6.5,0.78,6.63,1,2
14.23,6.43,6.1,0.63,3.67,0,4
3.39,6.96,8.8,0.41,9.96,1,1
13.08,7.07,6.4,0.53,10.08,1,0
7.89,3.72,2.6,0.91,6.0,0,1
11.12,6.48,7.7,0.8,8.28,0,4
10.81,6.63,5.6,1.0,8.24,0,4
0.5,5.06,4.5,0.75,8.18,1,2
10.99,5.73,4.2,0.98,11.86,1,1
4.09,7.17,6.0,0.85,8.45,1,1
8.5,8.55,8.0,0.49,2.59,0,0
9.39,6.15,8.0,0.74,5.25,1,4
11.41,7.31,2.9,0.51,10.2,0,2
0.5,7.79,7.5,1.0,10.0,1,2
9.72,6.55,7.3,0.43,9.38,1,3
1.25,9.22,5.4,0.68,11.74,1,2
19.59,7.77,4.3,0.28,7.41,1,3
8.97,4.83,3.6,0.7,3.43,0,0
12.4,2.07,6.2,0.57,1.96,0,4
5.06,7.19,4.9,0.97,2.97,0,3
15.04,5.89,7.4,0.99,8.72,1,0
15.47,4.96,3.4,0.66,8.29,0,2
14.26,7.66,5.5,0.21,6.96,0,4
0.86,5.64,8.5,0.99,7.08,0,1
16.31,4.54,7.7,0.92,5.51,1,1
2.27,3.87,8.0,0.49,7.26,1,0
3.43,6.19,5.0,0.94,9.44,1,3
10.76,7.53,7.1,0.75,7.92,1,3
13.6,6.96,5.1,1.02,4.26,0,4
12.01,6.1,7.5,1.05,8.86,1,4
6.68,6.97,5.8,0.87,7.96,0,0
6.73,6.06,3.9,1.06,6.6,0,0
11.1,5.66,5.2,0.87,6.19,1,1
13.87,7.49,6.9,1.1,10.16,1,0
16.19,5.06,2.3,0.84,8.9,1,3
16.11,6.22,3.7,0.98,9.78,1,4
9.61,9.4,7.7,0.7,6.69,0,0
7.8,4.08,4.0,0.73,7.32,1,0
0.5,4.16,5.8,0.93,6.55,0,3
11.4,4.44,7.1,0.82,6.6,1,0
11.88,11.13,6.0,0.83,13.83,1,2
11.85,2.71,5.5,0.56,3.23,0,0
13.65,4.49,3.9,0.78,9.9,1,1
8.34,5.75,4.6,0.91,5.77,1,4
9.46,6.01,3.3,0.82,5.88,0,0
10.24,4.52,7.4,0.99,8.14,1,4
4.12,5.9,5.2,0.66,7.93,1,4
8.29,6.24,8.0,0.58,10.1,1,2
2.82,4.96,6.8,0.71,6.56,1,0
3.52,3.94,5.7,0.76,4.81,0,1
14.38,5.85,8.1,0.3,9.46,1,0
4.5,6.5,8.1,0.47,8.6,1,2
7.6,5.79,2.1,0.33,5.95,0,4
8.41,2.0,6.8,0.61,5.88,1,4
0.5,3.79,5.7,0.28,5.55,0,2
1.09,4.43,7.3,0.49,4.46,0,3
8.05,2.0,5.6,0.64,5.02,1,3
